conf,images,objects,predictions,matched,false_positives,fp_per_image,recall,precision_like,tiny_recall,small_recall,fire_recall,smoke_recall,fp_fire,fp_other,fp_smoke
0.1,100,0,2,0,2,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2
0.15,100,0,2,0,2,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2
0.2,100,0,2,0,2,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2
0.25,100,0,1,0,1,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1
0.3,100,0,1,0,1,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1
0.4,100,0,1,0,1,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1
0.5,100,0,1,0,1,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1
