epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,601.01,0.01114,0.15469,0.01127,0.68241,0.61206,0.55937,0.38065,1.08605,2.96044,1.36011,0.000473826,0.000473826,0.000473826
